         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      408    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3900    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       64    0.028    0.000    0.031    0.000 {built-in method _imp.create_dynamic}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    64/36    0.016    0.000    0.051    0.001 {built-in method _imp.exec_dynamic}
       98    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      496    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3900    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       36    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       50    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      147    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      125    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      114    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1043    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2709    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       57    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
  806/796    0.010    0.000    0.057    0.000 {built-in method builtins.__build_class__}
   441/43    0.001    0.000    0.244    0.006 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
720455/720454    0.349    0.000    1.108    0.000 {built-in method builtins.all}
   361071   16.439    0.000   18.432    0.000 {built-in method builtins.any}
   361358    0.056    0.000    0.056    0.000 {built-in method builtins.callable}
      164    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       96    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       21    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    426/1    0.002    0.000   75.224   75.224 {built-in method builtins.exec}
  6132070    0.634    0.000    0.634    0.000 {built-in method builtins.getattr}
      398    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     5087    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
1801953/1801819    0.253    0.000    0.253    0.000 {built-in method builtins.hash}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
19121124/19121122    3.002    0.000    5.404    0.000 {built-in method builtins.isinstance}
   722511    0.096    0.000    0.096    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
4693250/3252003    0.957    0.000    1.343    0.000 {built-in method builtins.len}
      101    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      857    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     1416    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       67    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      597    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     3914    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1225    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       88    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      408    0.006    0.000    0.006    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      408    0.052    0.000    0.052    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}
   360333    0.163    0.000    0.163    0.000 {built-in method numpy.array}
       19    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
       27    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
   360215    0.205    0.000    0.205    0.000 {built-in method pandas._libs.missing.checknull}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     1352    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       59    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        8    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1955    0.011    0.000    0.011    0.000 {built-in method posix.stat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       42    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      102    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe1dd2d3250}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fe1dd2d0af0}
      288    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      409    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2693    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
       59    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      438    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
     7727    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       19    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       19    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     2073    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      665    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      418    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      443    0.009    0.000    0.009    0.000 {method 'findall' of 're.Pattern' objects}
     1156    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
   362277    0.055    0.000    0.055    0.000 {method 'get' of 'dict' objects}
      227    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      401    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      126    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       23    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      152    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      256    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       57    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     5536    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      308    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      929    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      344    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      581    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      128    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
   360212    0.191    0.000    0.191    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      413    0.010    0.000    0.010    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.001    0.000    0.001    0.000 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       29    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       72    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
      320    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
   360212    0.276    0.000    0.276    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      820    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     3073    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     8821    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
